Gender	Age	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	EDU	EXP1	EXP2	EXP3	RHAB
Female	48	4	5	3	3	2	1	4	3	7	6	6	6	6	7	3	6	1	6	6	A	7	3	3	7	7	3	3	1	3	3	1	3	3	2	2	3	-2	0	0	0	5	0	0	0	7	0	0	0	6	0	6	3	0	6	7	6	2	5	7	7	6	6	3	7	7	6	6	6	Catholic	Vocational School / Technical College / Communication College (Associate Degree)	2	1	1	10
Male	50	4	4	4	4	1	3	3	3	1	2	2	2	2	6	6	5	3	2	3	A	6	5	6	6	5	4	3	3	3	4	3	3	4	0	1	3	1	3	4	6	4	3	0	0	5	0	2	3	6	6	6	6	5	5	6	6	2	6	5	5	4	4	4	4	5	5	4	4	catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	1	1	1
Female	32	2	2	2	3	3	3	3	3	4	4	4	4	1	5	4	2	2	2	2	B	3	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	7	9	5	2	6	6	4	5	5	10	4	10	3	6	10	7	4	2	7	7	5	3	5	3	5	5	3	5	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	3	1	3
Female	25	5	4	4	4	5	4	5	5	7	7	6	6	6	7	5	6	6	7	5	A	7	5	6	5	6	6	6	6	6	5	6	5	4	4	4	4	4	4	4	7	8	10	10	6	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	4	5	6	7	7	7	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	8	4	3	10
Female	21	3	3	1	5	5	3	5	5	3	1	3	1	3	7	4	5	7	4	4	A	4	5	1	1	2	1	1	3	3	2	2	3	1	-1	4	4	4	1	4	5	10	10	0	8	10	7	10	7	10	9	9	10	10	9	6	2	4	3	6	6	5	5	2	7	7	7	6	4	Catholic 	University / College / Undergraduate School (Bachelor Degree)	7	5	1	10
Female	36	2	3	2	4	1	1	2	1	6	4	4	5	5	4	4	4	4	5	5	A	4	4	6	3	2	1	1	1	4	1	1	1	2	2	2	2	1	1	3	8	9	0	0	1	3	2	0	1	6	0	9	0	1	8	6	3	3	5	4	6	2	4	2	5	6	5	4	5	Christian 	University / College / Undergraduate School (Bachelor Degree)	2	1	1	2
Male	20	4	2	4	5	4	5	4	4	7	6	4	3	2	2	4	2	1	2	4	B	6	6	5	7	5	3	1	3	5	6	3	7	7	4	4	3	4	4	2	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	5	4	4	4	4	4	4	4	4	4	4	Christianity 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	8	2	7	10
Male	60	5	5	5	5	5	4	3	3	7	7	7	7	1	4	1	7	1	1	1	B	3	1	2	2	2	3	3	2	2	2	1	2	2	4	4	4	4	4	4	0	5	0	0	0	10	0	0	0	10	0	10	0	0	10	7	4	2	4	6	4	2	6	2	4	4	6	2	3	Born Again Christian	University / College / Undergraduate School (Bachelor Degree)	1	1	1	10
Female	25	1	1	4	2	1	2	1	3	4	1	2	5	5	4	4	4	4	7	7	A	7	5	7	1	4	2	1	1	7	1	1	1	1	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	3	2	7	3	2	2	2	2	2	2	3	1	5	3	Christian 	Junior High School / Middle School	1	1	1	0
Female	54	2	3	1	5	4	3	1	1	7	4	1	4	4	7	4	4	1	4	1	A	3	2	2	4	4	4	1	1	4	4	4	4	4	-4	0	0	1	1	4	0	9	0	0	0	10	0	0	0	10	0	10	5	0	10	7	1	1	7	7	7	1	4	1	7	4	7	7	6	Agnostic 	Junior High School / Middle School	2	1	1	0
Male	47	1	1	1	2	1	2	2	1	7	1	2	4	7	7	5	6	1	1	1	A	1	3	2	4	4	2	1	1	7	1	1	4	4	2	2	2	0	2	3	0	10	0	0	0	10	0	0	0	10	6	1	0	0	10	7	2	1	7	7	7	1	1	1	7	7	7	6	7	Catholic	University / College / Undergraduate School (Bachelor Degree)	6	4	1	10
Female	21	5	5	3	5	5	3	3	3	6	4	4	3	6	7	4	5	7	6	5	A	1	3	3	1	3	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	2	0	0	2	2	0	0	10	0	9	0	0	5	7	3	1	7	7	7	1	4	1	7	7	7	7	7	Christian 	University / College / Undergraduate School (Bachelor Degree)	2	1	1	2
Male	38	4	4	4	4	5	4	5	5	7	7	7	7	7	7	6	7	7	6	7	A	5	6	7	7	7	7	6	1	6	1	5	3	4	4	4	4	4	3	3	6	5	3	4	5	7	7	5	5	7	7	4	6	7	9	6	5	4	6	6	7	6	6	5	7	6	5	6	7	Catholic	University / College / Undergraduate School (Bachelor Degree)	6	6	7	10
Female	54	3	3	3	4	1	1	2	1	6	6	4	5	5	7	3	5	6	3	3	B	4	4	4	4	3	3	3	3	3	3	2	2	2	-4	-3	0	2	1	1	5	8	8	0	5	7	0	5	0	9	0	9	5	5	7	6	6	6	7	7	6	5	5	3	6	5	5	5	5	Pagan	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	0
Male	51	2	2	2	3	1	3	3	1	6	5	4	2	4	7	1	1	5	1	1	B	2	1	4	5	4	4	4	2	4	4	2	4	4	-4	-4	-4	-4	-4	0	0	6	0	0	0	6	0	0	0	6	0	5	0	0	6	5	5	6	7	7	6	2	2	1	7	7	6	6	6	none	Vocational School / Technical College / Communication College (Associate Degree)	2	2	1	0
Male	33	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	6	6	6	B	7	7	6	6	7	7	7	7	7	6	6	6	6	4	4	4	3	3	3	10	10	10	9	9	10	10	9	10	10	9	9	9	10	10	7	7	6	6	5	7	6	7	7	7	7	7	7	6	SAINT	Vocational School / Technical College / Communication College (Associate Degree)	8	8	7	9
Male	33	5	3	3	4	3	2	3	3	5	5	5	5	3	7	7	6	5	3	4	A	3	6	6	5	5	1	5	4	4	4	5	3	5	-4	-4	-4	-4	-4	-4	6	0	0	0	0	1	0	0	1	1	2	2	0	0	0	5	5	4	4	6	4	6	5	4	3	3	5	6	6	None	University / College / Undergraduate School (Bachelor Degree)	1	2	1	0
Male	35	2	3	2	2	3	3	4	4	5	2	2	3	2	2	2	3	3	3	3	A	3	3	3	1	4	2	3	3	2	1	3	4	4	2	-1	-2	1	1	2	1	2	3	2	2	3	3	3	7	5	5	5	6	6	5	2	6	3	7	6	5	4	4	3	3	2	3	3	3	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	3	3	2
Female	29	5	5	5	5	5	4	5	3	7	5	7	5	6	3	5	6	4	5	2	B	7	7	4	4	4	7	4	4	6	4	4	4	4	2	2	2	2	2	2	2	2	0	0	0	1	0	0	0	2	0	1	0	0	1	7	3	7	6	7	6	4	4	2	7	6	6	4	4	Christian	Vocational School / Technical College / Communication College (Associate Degree)	6	4	1	3
Male	35	4	4	4	4	4	4	5	4	7	7	7	7	7	5	5	6	5	5	5	B	6	2	6	5	4	4	4	3	3	4	3	3	5	3	3	2	4	2	3	9	6	6	6	10	8	8	8	8	9	7	9	8	8	9	5	6	3	3	4	4	4	4	3	3	3	4	4	4	South	University / College / Undergraduate School (Bachelor Degree)	7	5	1	0
Female	21	5	1	4	2	2	4	4	2	7	6	7	7	5	1	5	6	1	3	5	A	3	2	2	2	2	6	2	2	2	3	1	2	2	4	4	4	4	4	4	9	3	10	0	2	7	1	3	7	9	2	6	2	1	6	7	1	1	7	7	7	7	3	7	7	7	7	7	7	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	7	7	1	10
Male	44	4	4	3	4	2	3	4	3	5	1	1	1	3	7	2	2	5	1	1	B	3	5	3	3	3	2	3	1	3	3	1	4	4	1	1	3	2	3	3	0	9	0	0	0	10	0	5	0	10	5	7	6	0	10	7	1	2	6	6	7	1	3	1	6	5	7	5	7	None 	University / College / Undergraduate School (Bachelor Degree)	6	2	1	2
Male	40	4	4	5	5	3	4	5	5	5	7	5	7	7	7	6	7	5	6	7	A	5	6	6	2	1	4	6	1	1	2	3	1	1	-3	3	0	3	3	2	8	6	9	3	1	1	0	0	1	10	9	9	6	0	7	6	1	6	6	1	7	5	6	5	6	7	6	6	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	3	1	1	2
Male	28	5	5	3	3	3	4	4	4	6	4	4	3	2	7	4	3	3	4	3	A	4	3	2	3	3	1	1	1	3	1	1	3	3	0	0	1	0	1	1	6	6	6	0	4	10	1	9	8	10	10	6	6	0	8	6	1	3	6	7	5	1	1	1	6	5	7	4	4	None	University / College / Undergraduate School (Bachelor Degree)	4	1	1	1
Male	44	4	2	3	2	3	3	2	4	4	5	4	6	6	6	2	5	7	4	5	B	4	6	7	5	5	4	7	4	4	6	4	5	6	0	2	0	2	0	2	9	7	8	9	8	8	8	5	5	8	7	6	7	7	9	7	4	6	6	4	6	5	6	4	6	5	6	4	5	Cathy	University / College / Undergraduate School (Bachelor Degree)	4	8	1	2
Male	40	4	3	3	4	4	1	5	2	7	2	4	2	2	7	1	2	1	1	1	A	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	5	5	0	0	7	0	5	0	7	9	8	5	7	7	7	4	1	5	7	5	4	1	1	6	7	7	4	6	Lutheran	Vocational School / Technical College / Communication College (Associate Degree)	7	1	1	4
Male	44	4	4	3	4	2	1	2	1	4	4	3	1	4	4	3	4	2	6	2	B	4	3	3	4	4	4	3	2	4	1	1	2	2	2	3	4	2	4	3	5	5	5	0	4	3	0	5	5	5	5	0	0	0	4	5	4	3	4	4	4	3	4	3	4	4	4	4	4	none	Other	2	1	1	0
Female	41	4	3	3	3	3	3	3	3	5	4	4	4	4	4	4	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	None	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	2	1	0
Male	43	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	3	6	B	4	5	5	5	4	5	4	7	7	4	4	3	3	3	3	3	3	3	3	8	8	8	0	2	8	1	3	2	8	1	8	2	0	8	7	4	3	7	7	7	6	6	3	7	7	7	7	7	Protestant	Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	2	2	2
Male	25	4	5	4	4	4	4	3	4	7	6	7	6	7	6	6	6	7	6	7	A	7	6	7	6	6	6	6	6	6	6	6	6	6	3	0	0	1	0	0	5	6	5	6	6	5	5	6	5	6	5	5	5	6	5	4	5	4	5	4	4	5	4	4	5	4	4	4	5	Christianity	University / College / Undergraduate School (Bachelor Degree)	7	4	5	4
Female	25	3	3	3	5	3	5	4	4	7	5	7	3	4	7	5	4	7	4	1	A	1	3	3	2	3	1	2	2	6	1	1	2	1	-4	-4	-4	-4	-4	-3	1	0	10	0	0	10	0	0	0	10	10	10	10	0	10	4	3	4	4	7	7	7	5	3	6	7	4	1	3	Atheist 	Junior High School / Middle School	1	1	1	0
Male	59	1	3	1	4	2	4	2	1	7	6	4	6	6	2	6	6	2	5	3	A	6	6	3	6	4	3	2	3	6	3	2	4	4	4	4	4	4	4	4	0	1	5	0	0	6	0	5	0	7	5	1	0	0	6	7	2	2	7	5	6	3	4	3	6	6	6	4	5	Catholic	University / College / Undergraduate School (Bachelor Degree)	6	1	1	10
Male	40	4	3	4	4	4	4	3	4	6	5	6	3	6	5	6	7	6	6	6	A	6	4	4	6	6	4	4	5	6	6	5	6	5	3	3	3	3	-3	-2	4	9	4	7	8	8	9	7	7	5	6	7	8	4	5	6	6	4	6	4	6	6	3	4	6	6	5	3	6	Christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	5	7	4
Female	25	4	4	5	5	1	1	3	1	3	2	1	1	3	7	2	4	3	2	1	A	3	1	3	3	2	1	2	1	1	1	1	1	2	3	4	2	3	2	4	6	6	2	0	2	8	0	3	2	10	7	10	7	8	10	7	5	1	6	6	5	2	3	2	7	5	7	5	6	Christian	Vocational School / Technical College / Communication College (Associate Degree)	6	1	1	5
Female	28	3	1	1	5	1	3	3	1	7	7	4	7	7	7	4	7	1	4	2	A	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	10	0	0	0	10	0	0	0	10	0	10	0	0	10	7	5	3	6	7	6	2	4	1	7	3	4	4	3	Lutheran 	University / College / Undergraduate School (Bachelor Degree)	1	1	1	10
Male	60	4	4	2	4	3	3	4	2	7	6	3	6	6	5	6	6	5	6	6	A	5	3	4	2	3	4	2	1	3	1	1	2	4	4	2	0	3	3	3	6	6	6	3	5	6	2	5	3	7	5	6	3	3	6	5	4	5	5	5	5	3	5	3	5	5	6	4	3	baptist	Vocational School / Technical College / Communication College (Associate Degree)	5	2	1	8
Male	35	4	5	4	5	2	3	5	5	7	7	2	7	6	5	7	7	1	7	7	A	5	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	3	4	10	8	4	3	8	6	0	2	0	8	9	8	1	3	6	7	1	1	7	7	7	2	4	1	7	7	7	5	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	4	3	9
Female	33	3	5	1	4	1	3	4	1	4	4	3	4	3	6	5	6	5	3	3	A	6	1	3	1	3	6	2	1	1	2	1	1	1	4	0	-2	0	4	0	3	5	5	0	2	5	0	10	0	10	10	10	10	5	5	3	3	4	1	6	1	3	4	4	7	3	2	3	4	None	Vocational School / Technical College / Communication College (Associate Degree)	3	6	4	0
Other	20	4	5	4	5	5	3	5	3	1	4	1	1	1	7	1	1	4	1	1	B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	4	4	4	4	5	10	7	5	5	10	6	10	8	10	10	10	10	10	10	7	5	1	5	7	5	1	3	2	7	6	6	5	7	Pagan and Fae/Moon Witch 	Other	5	1	1	0
Male	30	3	4	3	4	4	2	4	4	6	6	3	5	6	4	5	5	5	6	4	A	3	5	4	6	3	4	4	5	5	3	5	5	2	3	1	2	3	2	1	7	3	3	7	4	2	2	3	6	3	3	2	2	2	4	5	3	4	3	3	4	2	4	5	5	4	3	5	4	Christianity	University / College / Undergraduate School (Bachelor Degree)	5	4	2	10
Female	35	5	5	3	5	3	3	5	3	7	6	4	7	4	5	1	6	1	7	1	A	4	1	4	1	1	1	1	1	2	1	1	1	1	0	4	0	4	3	4	0	10	5	0	0	5	0	5	0	10	5	10	5	0	10	7	2	7	7	6	5	1	7	1	7	7	1	1	4	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	1	1	10
Male	49	4	3	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	B	5	5	5	5	5	5	5	5	5	5	5	5	4	2	2	2	2	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Christian	University / College / Undergraduate School (Bachelor Degree)	1	1	1	10
Male	23	2	1	4	3	5	3	4	2	3	3	2	4	3	1	5	7	7	1	4	A	1	1	5	2	3	4	3	7	1	1	3	6	4	1	0	0	-3	0	1	5	5	5	5	5	5	5	2	9	5	5	6	5	0	4	4	6	6	2	3	7	3	7	1	5	6	6	1	2	None	Vocational School / Technical College / Communication College (Associate Degree)	1	5	3	4
Female	40	5	4	5	4	5	5	4	5	7	7	5	7	7	7	7	6	7	7	6	A	1	2	1	1	1	2	4	1	2	5	1	2	2	4	3	4	3	3	3	8	8	9	9	6	2	8	8	8	6	4	2	8	9	7	7	6	6	5	6	6	7	7	6	2	6	7	6	6	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	2	3	1
Female	39	3	3	2	4	4	4	3	2	4	1	3	7	7	4	5	6	1	7	7	A	1	2	4	4	2	3	2	3	2	1	4	1	1	3	0	0	4	4	4	5	7	6	5	5	4	2	3	5	4	3	3	3	4	7	5	5	2	6	6	6	5	7	2	4	5	5	4	6	christianity	Graduate University / Professional School (Master's Degree, Doctoral Degree)	4	2	1	5
Male	40	4	3	2	3	3	4	2	4	7	6	5	7	6	3	6	5	1	5	5	A	2	3	6	5	5	2	4	2	6	5	2	2	2	4	4	4	4	4	4	0	9	5	1	0	4	0	1	2	2	3	2	2	3	6	6	5	1	7	6	4	3	5	3	6	6	5	5	6	Christain	University / College / Undergraduate School (Bachelor Degree)	6	2	1	10
Female	55	3	3	1	5	5	1	1	1	7	7	6	7	7	1	1	7	1	7	7	A	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	5	0	0	0	5	0	0	0	5	0	5	0	0	5	7	4	2	2	5	6	4	5	1	6	6	7	5	6	Lutheran	University / College / Undergraduate School (Bachelor Degree)	8	8	7	10
Male	36	3	3	3	3	4	2	3	2	4	3	4	2	3	4	3	3	4	4	3	A	3	3	3	3	3	3	3	3	3	3	2	2	3	4	4	4	4	4	4	1	5	5	1	2	5	0	5	1	5	5	5	5	5	5	6	2	4	4	4	6	4	4	4	5	5	4	3	4	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	4	1	10
Male	30	2	3	2	2	3	2	2	5	3	2	3	3	3	3	4	3	4	3	3	A	3	4	4	5	3	3	4	4	4	5	4	4	4	-2	-1	-1	0	-1	-1	4	6	4	7	4	4	4	6	4	6	4	4	4	5	5	4	5	4	7	4	5	4	3	3	5	3	5	3	4	Muslim 	University / College / Undergraduate School (Bachelor Degree)	2	4	3	3
Female	20	3	3	1	5	2	3	3	1	7	6	7	6	6	6	4	6	1	7	6	A	1	1	3	1	1	1	1	1	1	1	1	1	1	4	4	4	4	0	4	8	1	0	0	0	7	0	0	0	10	10	7	0	1	7	7	1	1	7	6	7	2	4	1	7	7	7	7	7	Christ 	Vocational School / Technical College / Communication College (Associate Degree)	2	1	1	0
Female	35	3	3	3	4	4	3	4	2	5	3	2	3	5	5	1	2	5	2	3	A	2	3	4	3	3	3	2	1	3	2	1	4	4	3	3	3	3	3	3	0	8	0	0	1	10	0	1	0	10	1	9	1	4	10	6	5	3	6	6	5	2	6	2	7	6	6	5	5	Lutheran	Other	2	1	1	10
Male	30	5	5	4	5	3	4	5	2	7	6	4	6	6	7	7	7	2	6	6	B	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	4	4	4	4	0	6	0	0	0	6	0	0	0	8	0	6	6	0	4	7	1	1	6	7	7	1	4	1	7	5	6	5	5	None	University / College / Undergraduate School (Bachelor Degree)	1	1	1	0
Female	43	4	4	3	4	2	1	1	1	6	3	4	2	4	6	2	4	4	3	1	A	4	3	4	4	4	2	2	1	3	4	1	4	4	1	2	1	2	2	1	0	8	5	0	0	8	0	5	0	8	9	10	5	0	10	6	2	3	6	5	4	2	6	2	4	6	5	4	5	None	University / College / Undergraduate School (Bachelor Degree)	6	1	1	0
Male	40	5	3	2	4	3	4	3	2	3	6	2	7	4	6	7	3	4	3	5	A	3	5	3	2	5	4	6	5	4	5	4	2	5	1	3	1	1	-1	2	3	7	8	6	3	4	8	2	7	6	8	4	1	3	10	5	3	6	6	7	3	4	2	6	3	4	2	5	6	Muslim	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	3	4	9
Female	46	3	3	3	3	3	3	4	3	4	4	4	5	4	4	4	4	4	4	4	B	4	5	4	5	5	4	4	5	4	5	4	5	4	0	0	1	1	0	0	5	6	6	6	5	6	6	5	6	5	5	5	5	5	6	5	5	4	4	4	4	5	4	4	5	5	5	4	5	South	Vocational School / Technical College / Communication College (Associate Degree)	1	1	1	0
Female	57	2	2	2	3	4	3	3	3	4	5	4	4	4	4	4	4	5	4	5	A	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	1	1	1	5	4	5	0	0	6	0	0	3	7	5	3	0	0	5	3	5	4	4	4	4	5	4	3	4	5	4	4	5	christian	University / College / Undergraduate School (Bachelor Degree)	3	2	1	1
Female	38	5	5	3	3	3	1	3	4	5	5	5	3	3	5	4	4	4	4	5	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	3	2	0	0	0	0	5	5	0	0	0	9	5	5	8	5	8	7	6	1	1	1	3	3	3	4	4	4	4	4	4	Christian	University / College / Undergraduate School (Bachelor Degree)	1	1	1	0
Female	41	2	1	2	2	1	2	2	3	7	7	7	7	7	1	5	7	1	7	7	A	5	4	3	3	4	3	2	3	4	4	3	3	4	4	4	4	4	4	4	7	5	6	7	2	4	1	4	0	4	2	5	4	1	3	5	4	5	5	6	5	4	5	4	4	5	7	5	4	Christian	Vocational School / Technical College / Communication College (Associate Degree)	5	1	1	10
Male	58	1	1	1	3	1	1	1	1	6	7	4	1	2	2	4	1	1	1	6	A	4	4	4	4	4	5	5	5	4	5	1	4	4	4	4	4	4	4	4	0	5	0	0	0	5	0	0	0	10	0	5	0	0	5	7	2	1	7	6	6	1	4	1	6	5	4	3	4	Spiritual not religious	University / College / Undergraduate School (Bachelor Degree)	5	1	1	2
Male	40	5	5	5	5	4	5	5	5	7	7	7	7	7	7	4	7	3	7	7	A	7	7	7	7	7	7	7	7	7	7	1	5	5	4	4	4	4	4	4	0	10	0	0	0	10	0	10	2	10	7	10	0	10	10	7	1	4	7	7	7	4	1	7	7	7	4	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	1	1	10
Female	35	3	4	3	5	2	2	3	3	5	6	4	5	7	7	5	5	4	6	3	A	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	3	3	2	4	4	0	0	7	5	0	0	3	5	0	1	0	1	7	5	3	1	3	4	5	1	1	1	1	1	6	3	5	Baptist 	Other	2	1	1	6
Male	60	3	3	3	4	3	4	3	3	6	6	3	3	3	5	3	4	1	7	1	A	4	4	4	4	4	4	4	4	4	4	1	4	4	0	2	2	0	1	3	1	8	0	0	0	6	0	0	5	6	0	7	0	9	8	7	1	5	6	6	5	2	1	1	7	5	7	5	6	Not really religious. I think a lot of people that say they are religious are hypocrites. Their own actions don't do what they preach.	Other	4	1	1	0
Male	37	1	1	1	3	2	2	1	1	7	7	7	4	4	2	6	7	1	1	7	A	7	7	4	6	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	0	10	0	0	0	5	0	0	0	5	0	10	5	0	10	5	2	5	4	5	5	5	5	3	4	5	5	2	2	Christian	Junior High School / Middle School	1	1	1	10
Female	41	5	4	4	5	5	5	4	5	6	6	6	7	4	5	7	4	1	7	7	A	5	3	5	3	6	1	6	6	7	7	7	7	6	4	2	2	1	2	4	8	7	10	1	4	10	10	8	3	8	10	9	8	9	4	6	4	4	4	5	3	7	5	3	6	7	7	7	7	 christian	University / College / Undergraduate School (Bachelor Degree)	8	7	1	3
Female	29	2	3	4	5	2	4	4	3	4	5	5	3	3	4	3	4	4	5	4	A	6	6	4	2	2	2	2	2	2	3	1	2	2	3	3	3	3	3	4	2	8	5	5	5	5	5	6	9	10	10	9	6	5	9	6	2	2	6	7	6	3	5	2	6	6	6	6	5	None	Other	3	4	1	5
Male	34	4	4	5	3	4	5	3	4	7	7	7	7	7	7	7	7	5	7	7	A	1	1	2	2	2	1	1	1	3	1	1	3	2	4	4	4	4	4	4	10	8	10	10	10	10	10	10	10	8	10	10	5	10	10	7	2	1	4	7	7	5	5	5	7	3	5	6	6	Catholic 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	7	4	2	10
Female	20	3	3	1	5	3	3	3	3	6	7	4	5	5	7	6	5	7	5	6	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	10	10	5	5	5	5	5	10	5	8	5	5	8	7	1	1	7	5	7	1	7	7	1	7	7	7	7	Christian 	Vocational School / Technical College / Communication College (Associate Degree)	6	8	1	2
Male	33	4	3	2	3	1	1	2	2	7	4	4	3	3	4	4	5	3	4	3	B	1	1	1	1	2	1	1	1	1	1	1	1	1	2	0	1	1	1	3	0	6	1	0	0	6	0	1	0	8	0	5	0	0	0	6	2	4	6	5	7	2	1	1	4	6	6	6	5	Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	2	1	1	10
Male	20	1	1	1	4	2	1	1	1	7	4	7	6	6	5	4	5	4	5	1	A	6	4	4	4	4	4	4	1	7	4	1	4	4	1	0	1	1	1	-3	0	6	0	0	0	7	0	0	0	10	0	7	0	0	8	5	2	2	7	6	7	2	4	2	2	7	6	6	6	Non religious 	University / College / Undergraduate School (Bachelor Degree)	3	2	1	0
Female	31	5	5	5	5	5	5	5	5	7	4	4	1	4	7	1	1	7	1	7	A	3	1	1	3	4	3	3	1	3	1	1	1	1	4	4	4	4	4	4	10	10	10	0	0	5	0	0	0	5	5	5	5	5	5	7	1	1	7	7	7	1	1	1	7	7	7	5	7	Catholic	University / College / Undergraduate School (Bachelor Degree)	2	1	1	10
Male	28	1	1	1	5	2	1	4	1	7	7	4	7	7	7	6	6	1	7	5	A	2	4	4	4	4	1	2	2	6	4	1	5	5	3	3	4	3	3	0	6	10	0	0	1	5	0	1	0	8	2	6	3	0	8	7	5	2	4	5	5	4	5	2	6	4	6	3	4	Church of Jesus Christ of Latter-day Saints	University / College / Undergraduate School (Bachelor Degree)	5	4	1	10
Female	22	1	1	3	3	5	3	1	2	1	4	7	3	4	5	2	1	5	3	6	A	5	6	4	3	7	2	4	1	2	5	3	1	5	-4	-1	2	2	4	2	3	0	7	3	0	9	3	10	3	6	10	5	2	9	3	1	4	7	3	3	5	3	6	2	2	3	1	3	5	Christian	University / College / Undergraduate School (Bachelor Degree)	3	1	2	4
Female	36	5	3	1	5	2	2	5	3	4	5	4	5	5	2	4	5	5	5	5	A	1	1	3	1	3	4	4	1	1	2	3	3	4	4	4	4	4	4	4	3	2	4	5	3	3	6	8	2	3	4	4	0	0	2	7	5	1	7	7	7	7	7	1	7	7	7	1	7	Christian	Other	5	1	1	3
Male	45	4	4	4	3	2	3	5	3	7	7	7	7	7	7	4	3	4	3	5	A	1	3	1	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	0	10	0	0	0	0	0	0	0	8	0	5	0	0	5	7	2	2	7	6	6	3	6	1	6	5	6	6	4	Islam	Graduate University / Professional School (Master's Degree, Doctoral Degree)	6	1	1	5
Male	32	4	4	1	5	5	4	4	2	7	2	2	2	5	7	2	3	1	2	2	A	4	2	1	1	1	1	1	1	3	1	1	1	2	4	4	4	4	4	3	6	8	0	0	5	4	0	5	3	10	0	8	6	0	10	5	4	1	7	7	5	3	3	1	5	7	5	3	4	Christian	Vocational School / Technical College / Communication College (Associate Degree)	6	8	5	3
Female	31	1	3	1	5	5	5	5	1	1	1	3	3	7	7	4	1	1	1	1	A	3	3	3	7	7	1	1	1	1	1	1	1	1	4	4	4	4	4	0	10	5	5	0	3	10	0	10	4	10	10	10	10	10	10	7	7	5	7	7	7	1	7	1	7	7	7	5	7	Spiritual 	Other	1	1	1	0
